flightNumber,departureAirportCode,departureAirportName,arrivalAirportCode,arrivalAirportName,departureDate,arrivalDate,carrierCode,duration_formatted,price,hasDiscount,fareType,availableSeats,flightKey
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-10T19:20:00.000,2023-07-10T23:00:00.000,,02:40,153.99,True,ADT,2,FR~6251~ ~~CRL~07/10/2023 19:20~CFU~07/10/2023 23:00~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-07-10T12:00:00.000,2023-07-10T16:35:00.000,,03:35,161.17,False,ADT,-1,FR~8577~ ~~CRL~07/10/2023 12:00~RHO~07/10/2023 16:35~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-10T20:55:00.000,2023-07-10T23:20:00.000,Malta Air,02:25,142.49,False,ADT,1,FR~7737~ ~~CRL~07/10/2023 20:55~BDS~07/10/2023 23:20~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-10T06:30:00.000,2023-07-10T08:45:00.000,,02:15,127.33,False,ADT,5,FR~1302~ ~~CRL~07/10/2023 06:30~NAP~07/10/2023 08:45~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-10T12:05:00.000,2023-07-10T14:35:00.000,,02:30,260.99,False,ADT,-1,FR~6269~ ~~CRL~07/10/2023 12:05~PMO~07/10/2023 14:35~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-10T18:00:00.000,2023-07-10T19:55:00.000,,02:55,177.79,False,ADT,-1,FR~2941~ ~~CRL~07/10/2023 18:00~FAO~07/10/2023 19:55~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-10T16:55:00.000,2023-07-10T19:20:00.000,,02:25,154.09,False,ADT,1,FR~3534~ ~~CRL~07/10/2023 16:55~ALC~07/10/2023 19:20~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-10T19:20:00.000,2023-07-10T22:05:00.000,,02:45,171.49,False,ADT,5,FR~1916~ ~~CRL~07/10/2023 19:20~AGP~07/10/2023 22:05~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-07-11T07:20:00.000,2023-07-11T11:45:00.000,,03:25,229.81,False,ADT,3,FR~7986~ ~~CRL~07/11/2023 07:20~HER~07/11/2023 11:45~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-11T17:20:00.000,2023-07-11T19:45:00.000,,02:25,92.43,True,ADT,5,FR~7737~ ~~CRL~07/11/2023 17:20~BDS~07/11/2023 19:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-11T19:20:00.000,2023-07-11T21:35:00.000,Malta Air,02:15,95.41,False,ADT,-1,FR~1302~ ~~CRL~07/11/2023 19:20~NAP~07/11/2023 21:35~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-11T15:35:00.000,2023-07-11T18:05:00.000,,02:30,194.99,False,ADT,-1,FR~6269~ ~~CRL~07/11/2023 15:35~PMO~07/11/2023 18:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-11T13:45:00.000,2023-07-11T15:40:00.000,,02:55,148.81,False,ADT,-1,FR~2941~ ~~CRL~07/11/2023 13:45~FAO~07/11/2023 15:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-11T06:30:00.000,2023-07-11T08:55:00.000,,02:25,171.49,False,ADT,-1,FR~3534~ ~~CRL~07/11/2023 06:30~ALC~07/11/2023 08:55~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-11T09:25:00.000,2023-07-11T11:50:00.000,,02:25,80.51,False,ADT,-1,FR~6456~ ~~CRL~07/11/2023 09:25~IBZ~07/11/2023 11:50~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-11T16:00:00.000,2023-07-11T18:45:00.000,,02:45,155.27,False,ADT,5,FR~1916~ ~~CRL~07/11/2023 16:00~AGP~07/11/2023 18:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-11T07:15:00.000,2023-07-11T10:50:00.000,,04:35,176.8,False,ADT,-1,FR~ 563~ ~~CRL~07/11/2023 07:15~TFS~07/11/2023 10:50~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-07-12T10:05:00.000,2023-07-12T13:00:00.000,,02:55,184.73,False,ADT,-1,FR~2923~ ~~BRU~07/12/2023 10:05~AGP~07/12/2023 13:00~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-12T08:05:00.000,2023-07-12T11:45:00.000,,02:40,136.47,True,ADT,-1,FR~6251~ ~~CRL~07/12/2023 08:05~CFU~07/12/2023 11:45~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-07-12T13:10:00.000,2023-07-12T17:45:00.000,,03:35,164.26,False,ADT,-1,FR~8577~ ~~CRL~07/12/2023 13:10~RHO~07/12/2023 17:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-12T16:35:00.000,2023-07-12T18:50:00.000,,02:15,106.63,False,ADT,-1,FR~1302~ ~~CRL~07/12/2023 16:35~NAP~07/12/2023 18:50~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-12T09:25:00.000,2023-07-12T11:55:00.000,Malta Air,02:30,238.99,False,ADT,2,FR~6269~ ~~CRL~07/12/2023 09:25~PMO~07/12/2023 11:55~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-12T12:25:00.000,2023-07-12T14:20:00.000,,02:55,145.87,False,ADT,4,FR~2941~ ~~CRL~07/12/2023 12:25~FAO~07/12/2023 14:20~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-12T10:00:00.000,2023-07-12T12:25:00.000,,02:25,133.59,False,ADT,1,FR~3534~ ~~CRL~07/12/2023 10:00~ALC~07/12/2023 12:25~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-12T06:45:00.000,2023-07-12T09:30:00.000,,02:45,153.99,True,ADT,-1,FR~1916~ ~~CRL~07/12/2023 06:45~AGP~07/12/2023 09:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-13T18:20:00.000,2023-07-13T22:00:00.000,,02:40,102.29,True,ADT,-1,FR~6251~ ~~CRL~07/13/2023 18:20~CFU~07/13/2023 22:00~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-13T06:25:00.000,2023-07-13T08:40:00.000,,02:15,111.5,False,ADT,-1,FR~1302~ ~~CRL~07/13/2023 06:25~NAP~07/13/2023 08:40~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-13T11:25:00.000,2023-07-13T13:20:00.000,,02:55,176.4,False,ADT,-1,FR~2941~ ~~CRL~07/13/2023 11:25~FAO~07/13/2023 13:20~~
FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-13T09:00:00.000,2023-07-13T11:25:00.000,,02:25,126.24,False,ADT,1,FR~9053~ ~~CRL~07/13/2023 09:00~ALC~07/13/2023 11:25~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-13T10:20:00.000,2023-07-13T12:45:00.000,,02:25,110.84,True,ADT,5,FR~6456~ ~~CRL~07/13/2023 10:20~IBZ~07/13/2023 12:45~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-13T17:30:00.000,2023-07-13T20:15:00.000,,02:45,171.49,False,ADT,-1,FR~1916~ ~~CRL~07/13/2023 17:30~AGP~07/13/2023 20:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-13T20:00:00.000,2023-07-13T23:35:00.000,,04:35,203.89,True,ADT,2,FR~ 563~ ~~CRL~07/13/2023 20:00~TFS~07/13/2023 23:35~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-07-14T07:55:00.000,2023-07-14T12:30:00.000,,03:35,255.67,False,ADT,5,FR~8577~ ~~CRL~07/14/2023 07:55~RHO~07/14/2023 12:30~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-14T07:00:00.000,2023-07-14T09:25:00.000,,02:25,255.11,False,ADT,-1,FR~7737~ ~~CRL~07/14/2023 07:00~BDS~07/14/2023 09:25~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-14T09:10:00.000,2023-07-14T11:25:00.000,Malta Air,02:15,62.94,True,ADT,-1,FR~1302~ ~~CRL~07/14/2023 09:10~NAP~07/14/2023 11:25~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-14T16:35:00.000,2023-07-14T19:05:00.000,,02:30,187.99,True,ADT,-1,FR~6269~ ~~CRL~07/14/2023 16:35~PMO~07/14/2023 19:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-14T07:05:00.000,2023-07-14T09:00:00.000,,02:55,171.49,False,ADT,-1,FR~2941~ ~~CRL~07/14/2023 07:05~FAO~07/14/2023 09:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-14T09:45:00.000,2023-07-14T12:10:00.000,,02:25,179.19,False,ADT,3,FR~3534~ ~~CRL~07/14/2023 09:45~ALC~07/14/2023 12:10~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-14T16:15:00.000,2023-07-14T18:40:00.000,,02:25,127.33,False,ADT,-1,FR~6456~ ~~CRL~07/14/2023 16:15~IBZ~07/14/2023 18:40~~
FR 1928,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-14T10:00:00.000,2023-07-14T12:45:00.000,,02:45,155.39,True,ADT,-1,FR~1928~ ~~CRL~07/14/2023 10:00~AGP~07/14/2023 12:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-14T06:20:00.000,2023-07-14T09:55:00.000,,04:35,157.97,True,ADT,2,FR~ 563~ ~~CRL~07/14/2023 06:20~TFS~07/14/2023 09:55~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-07-15T08:10:00.000,2023-07-15T12:35:00.000,,03:25,266.95,False,ADT,1,FR~7986~ ~~CRL~07/15/2023 08:10~HER~07/15/2023 12:35~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-15T07:45:00.000,2023-07-15T10:00:00.000,,02:15,172.8,False,ADT,-1,FR~1302~ ~~CRL~07/15/2023 07:45~NAP~07/15/2023 10:00~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-15T21:30:00.000,2023-07-15T23:59:00.000,Malta Air,02:29,199.99,False,ADT,4,FR~6269~ ~~CRL~07/15/2023 21:30~PMO~07/15/2023 23:59~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-15T11:05:00.000,2023-07-15T13:00:00.000,,02:55,238.39,False,ADT,4,FR~2941~ ~~CRL~07/15/2023 11:05~FAO~07/15/2023 13:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-15T15:50:00.000,2023-07-15T18:15:00.000,,02:25,202.49,False,ADT,5,FR~3534~ ~~CRL~07/15/2023 15:50~ALC~07/15/2023 18:15~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-15T13:40:00.000,2023-07-15T16:25:00.000,,02:45,270.09,False,ADT,-1,FR~1916~ ~~CRL~07/15/2023 13:40~AGP~07/15/2023 16:25~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-07-16T09:55:00.000,2023-07-16T12:50:00.000,,02:55,187.58,False,ADT,2,FR~2923~ ~~BRU~07/16/2023 09:55~AGP~07/16/2023 12:50~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-16T17:00:00.000,2023-07-16T20:40:00.000,,02:40,197.24,False,ADT,4,FR~6251~ ~~CRL~07/16/2023 17:00~CFU~07/16/2023 20:40~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-16T17:30:00.000,2023-07-16T19:55:00.000,,02:25,219.51,False,ADT,-1,FR~7737~ ~~CRL~07/16/2023 17:30~BDS~07/16/2023 19:55~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-16T09:45:00.000,2023-07-16T12:00:00.000,Malta Air,02:15,95.41,False,ADT,-1,FR~1302~ ~~CRL~07/16/2023 09:45~NAP~07/16/2023 12:00~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-16T16:45:00.000,2023-07-16T18:40:00.000,,02:55,116.79,True,ADT,-1,FR~2941~ ~~CRL~07/16/2023 16:45~FAO~07/16/2023 18:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-16T09:55:00.000,2023-07-16T12:20:00.000,,02:25,205.49,False,ADT,1,FR~3534~ ~~CRL~07/16/2023 09:55~ALC~07/16/2023 12:20~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-16T07:30:00.000,2023-07-16T09:55:00.000,,02:25,198.1,False,ADT,-1,FR~6456~ ~~CRL~07/16/2023 07:30~IBZ~07/16/2023 09:55~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-16T21:30:00.000,2023-07-17T00:15:00.000,,02:45,155.27,False,ADT,3,FR~1916~ ~~CRL~07/16/2023 21:30~AGP~07/17/2023 00:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-16T12:35:00.000,2023-07-16T16:10:00.000,,04:35,302.63,False,ADT,3,FR~ 563~ ~~CRL~07/16/2023 12:35~TFS~07/16/2023 16:10~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-07-17T17:40:00.000,2023-07-17T20:30:00.000,,02:50,187.15,False,ADT,-1,FR~2923~ ~~BRU~07/17/2023 17:40~AGP~07/17/2023 20:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-17T19:20:00.000,2023-07-17T23:00:00.000,,02:40,118.84,True,ADT,4,FR~6251~ ~~CRL~07/17/2023 19:20~CFU~07/17/2023 23:00~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-07-17T12:00:00.000,2023-07-17T16:35:00.000,,03:35,174.52,True,ADT,-1,FR~8577~ ~~CRL~07/17/2023 12:00~RHO~07/17/2023 16:35~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-17T20:55:00.000,2023-07-17T23:20:00.000,Malta Air,02:25,142.37,False,ADT,-1,FR~7737~ ~~CRL~07/17/2023 20:55~BDS~07/17/2023 23:20~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-17T06:30:00.000,2023-07-17T08:45:00.000,,02:15,124.72,False,ADT,-1,FR~1302~ ~~CRL~07/17/2023 06:30~NAP~07/17/2023 08:45~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-17T12:05:00.000,2023-07-17T14:35:00.000,,02:30,235.99,False,ADT,4,FR~6269~ ~~CRL~07/17/2023 12:05~PMO~07/17/2023 14:35~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-17T18:00:00.000,2023-07-17T19:55:00.000,,02:55,203.49,False,ADT,-1,FR~2941~ ~~CRL~07/17/2023 18:00~FAO~07/17/2023 19:55~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-17T16:55:00.000,2023-07-17T19:20:00.000,,02:25,203.49,False,ADT,-1,FR~3534~ ~~CRL~07/17/2023 16:55~ALC~07/17/2023 19:20~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-17T19:20:00.000,2023-07-17T22:05:00.000,,02:45,149.81,False,ADT,5,FR~1916~ ~~CRL~07/17/2023 19:20~AGP~07/17/2023 22:05~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-07-18T07:20:00.000,2023-07-18T11:45:00.000,,03:25,263.11,False,ADT,-1,FR~7986~ ~~CRL~07/18/2023 07:20~HER~07/18/2023 11:45~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-18T17:20:00.000,2023-07-18T19:45:00.000,,02:25,140.26,False,ADT,2,FR~7737~ ~~CRL~07/18/2023 17:20~BDS~07/18/2023 19:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-18T19:20:00.000,2023-07-18T21:35:00.000,Malta Air,02:15,80.51,False,ADT,1,FR~1302~ ~~CRL~07/18/2023 19:20~NAP~07/18/2023 21:35~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-18T15:35:00.000,2023-07-18T18:05:00.000,,02:30,193.99,False,ADT,-1,FR~6269~ ~~CRL~07/18/2023 15:35~PMO~07/18/2023 18:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-18T13:45:00.000,2023-07-18T15:40:00.000,,02:55,177.79,False,ADT,2,FR~2941~ ~~CRL~07/18/2023 13:45~FAO~07/18/2023 15:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-18T06:30:00.000,2023-07-18T08:55:00.000,,02:25,155.27,False,ADT,2,FR~3534~ ~~CRL~07/18/2023 06:30~ALC~07/18/2023 08:55~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-18T09:25:00.000,2023-07-18T11:50:00.000,,02:25,139.77,False,ADT,-1,FR~6456~ ~~CRL~07/18/2023 09:25~IBZ~07/18/2023 11:50~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-18T16:00:00.000,2023-07-18T18:45:00.000,,02:45,145.87,False,ADT,1,FR~1916~ ~~CRL~07/18/2023 16:00~AGP~07/18/2023 18:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-18T07:15:00.000,2023-07-18T10:50:00.000,,04:35,269.34,True,ADT,-1,FR~ 563~ ~~CRL~07/18/2023 07:15~TFS~07/18/2023 10:50~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-07-19T10:05:00.000,2023-07-19T13:00:00.000,,02:55,164.7,True,ADT,-1,FR~2923~ ~~BRU~07/19/2023 10:05~AGP~07/19/2023 13:00~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-19T08:05:00.000,2023-07-19T11:45:00.000,,02:40,203.99,False,ADT,-1,FR~6251~ ~~CRL~07/19/2023 08:05~CFU~07/19/2023 11:45~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-07-19T13:10:00.000,2023-07-19T17:45:00.000,,03:35,185.44,False,ADT,-1,FR~8577~ ~~CRL~07/19/2023 13:10~RHO~07/19/2023 17:45~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-19T16:35:00.000,2023-07-19T18:50:00.000,,02:15,91.88,False,ADT,4,FR~1302~ ~~CRL~07/19/2023 16:35~NAP~07/19/2023 18:50~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-19T09:25:00.000,2023-07-19T11:55:00.000,Malta Air,02:30,192.99,True,ADT,-1,FR~6269~ ~~CRL~07/19/2023 09:25~PMO~07/19/2023 11:55~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-19T12:25:00.000,2023-07-19T14:20:00.000,,02:55,177.79,False,ADT,2,FR~2941~ ~~CRL~07/19/2023 12:25~FAO~07/19/2023 14:20~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-19T10:00:00.000,2023-07-19T12:25:00.000,,02:25,179.19,False,ADT,-1,FR~3534~ ~~CRL~07/19/2023 10:00~ALC~07/19/2023 12:25~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-19T06:45:00.000,2023-07-19T09:30:00.000,,02:45,86.99,True,ADT,-1,FR~1916~ ~~CRL~07/19/2023 06:45~AGP~07/19/2023 09:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-20T18:20:00.000,2023-07-20T22:00:00.000,,02:40,148.81,False,ADT,2,FR~6251~ ~~CRL~07/20/2023 18:20~CFU~07/20/2023 22:00~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-20T06:25:00.000,2023-07-20T08:40:00.000,,02:15,128.36,False,ADT,-1,FR~1302~ ~~CRL~07/20/2023 06:25~NAP~07/20/2023 08:40~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-20T11:25:00.000,2023-07-20T13:20:00.000,,02:55,177.79,False,ADT,-1,FR~2941~ ~~CRL~07/20/2023 11:25~FAO~07/20/2023 13:20~~
FR 9053,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-20T09:00:00.000,2023-07-20T11:25:00.000,,02:25,156.79,True,ADT,-1,FR~9053~ ~~CRL~07/20/2023 09:00~ALC~07/20/2023 11:25~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-20T10:20:00.000,2023-07-20T12:45:00.000,,02:25,95.57,True,ADT,-1,FR~6456~ ~~CRL~07/20/2023 10:20~IBZ~07/20/2023 12:45~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-20T17:30:00.000,2023-07-20T20:15:00.000,,02:45,176.4,False,ADT,-1,FR~1916~ ~~CRL~07/20/2023 17:30~AGP~07/20/2023 20:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-20T20:00:00.000,2023-07-20T23:35:00.000,,04:35,197.39,False,ADT,2,FR~ 563~ ~~CRL~07/20/2023 20:00~TFS~07/20/2023 23:35~~
FR 8577,CRL,Brussels (Charleroi),RHO,Rhodes,2023-07-21T07:55:00.000,2023-07-21T12:30:00.000,,03:35,194.38,False,ADT,-1,FR~8577~ ~~CRL~07/21/2023 07:55~RHO~07/21/2023 12:30~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-21T07:00:00.000,2023-07-21T09:25:00.000,,02:25,193.86,True,ADT,1,FR~7737~ ~~CRL~07/21/2023 07:00~BDS~07/21/2023 09:25~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-21T09:10:00.000,2023-07-21T11:25:00.000,Malta Air,02:15,123.72,False,ADT,-1,FR~1302~ ~~CRL~07/21/2023 09:10~NAP~07/21/2023 11:25~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-21T16:35:00.000,2023-07-21T19:05:00.000,,02:30,213.99,False,ADT,1,FR~6269~ ~~CRL~07/21/2023 16:35~PMO~07/21/2023 19:05~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-21T07:05:00.000,2023-07-21T09:00:00.000,,02:55,102.29,True,ADT,3,FR~2941~ ~~CRL~07/21/2023 07:05~FAO~07/21/2023 09:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-21T09:45:00.000,2023-07-21T12:10:00.000,,02:25,197.24,False,ADT,-1,FR~3534~ ~~CRL~07/21/2023 09:45~ALC~07/21/2023 12:10~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-21T16:15:00.000,2023-07-21T18:40:00.000,,02:25,71.32,True,ADT,-1,FR~6456~ ~~CRL~07/21/2023 16:15~IBZ~07/21/2023 18:40~~
FR 1928,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-21T10:00:00.000,2023-07-21T12:45:00.000,,02:45,178.49,True,ADT,2,FR~1928~ ~~CRL~07/21/2023 10:00~AGP~07/21/2023 12:45~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-21T06:20:00.000,2023-07-21T09:55:00.000,,04:35,251.59,False,ADT,-1,FR~ 563~ ~~CRL~07/21/2023 06:20~TFS~07/21/2023 09:55~~
FR 7986,CRL,Brussels (Charleroi),HER,Heraklion Crete,2023-07-22T08:10:00.000,2023-07-22T12:35:00.000,,03:25,266.95,False,ADT,-1,FR~7986~ ~~CRL~07/22/2023 08:10~HER~07/22/2023 12:35~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-22T07:45:00.000,2023-07-22T10:00:00.000,,02:15,106.63,False,ADT,-1,FR~1302~ ~~CRL~07/22/2023 07:45~NAP~07/22/2023 10:00~~
FR 6269,CRL,Brussels (Charleroi),PMO,Palermo,2023-07-22T21:30:00.000,2023-07-22T23:59:00.000,Malta Air,02:29,190.99,False,ADT,-1,FR~6269~ ~~CRL~07/22/2023 21:30~PMO~07/22/2023 23:59~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-22T11:05:00.000,2023-07-22T13:00:00.000,,02:55,197.24,False,ADT,3,FR~2941~ ~~CRL~07/22/2023 11:05~FAO~07/22/2023 13:00~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-22T15:50:00.000,2023-07-22T18:15:00.000,,02:25,155.27,False,ADT,4,FR~3534~ ~~CRL~07/22/2023 15:50~ALC~07/22/2023 18:15~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-22T13:40:00.000,2023-07-22T16:25:00.000,,02:45,155.39,True,ADT,-1,FR~1916~ ~~CRL~07/22/2023 13:40~AGP~07/22/2023 16:25~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-07-23T09:55:00.000,2023-07-23T12:50:00.000,,02:55,184.73,False,ADT,-1,FR~2923~ ~~BRU~07/23/2023 09:55~AGP~07/23/2023 12:50~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-23T17:00:00.000,2023-07-23T20:40:00.000,,02:40,115.74,True,ADT,-1,FR~6251~ ~~CRL~07/23/2023 17:00~CFU~07/23/2023 20:40~~
FR 7737,CRL,Brussels (Charleroi),BDS,Brindisi,2023-07-23T17:30:00.000,2023-07-23T19:55:00.000,,02:25,182.57,False,ADT,-1,FR~7737~ ~~CRL~07/23/2023 17:30~BDS~07/23/2023 19:55~~
FR 1302,CRL,Brussels (Charleroi),NAP,Naples,2023-07-23T09:45:00.000,2023-07-23T12:00:00.000,Malta Air,02:15,129.38,False,ADT,-1,FR~1302~ ~~CRL~07/23/2023 09:45~NAP~07/23/2023 12:00~~
FR 2941,CRL,Brussels (Charleroi),FAO,Faro,2023-07-23T16:45:00.000,2023-07-23T18:40:00.000,,02:55,128.87,False,ADT,1,FR~2941~ ~~CRL~07/23/2023 16:45~FAO~07/23/2023 18:40~~
FR 3534,CRL,Brussels (Charleroi),ALC,Alicante,2023-07-23T09:55:00.000,2023-07-23T12:20:00.000,,02:25,176.4,False,ADT,1,FR~3534~ ~~CRL~07/23/2023 09:55~ALC~07/23/2023 12:20~~
FR 6456,CRL,Brussels (Charleroi),IBZ,Ibiza,2023-07-23T07:30:00.000,2023-07-23T09:55:00.000,,02:25,107.75,True,ADT,-1,FR~6456~ ~~CRL~07/23/2023 07:30~IBZ~07/23/2023 09:55~~
FR 1916,CRL,Brussels (Charleroi),AGP,Malaga,2023-07-23T21:30:00.000,2023-07-24T00:15:00.000,,02:45,179.19,False,ADT,-1,FR~1916~ ~~CRL~07/23/2023 21:30~AGP~07/24/2023 00:15~~
FR 563,CRL,Brussels (Charleroi),TFS,Tenerife (South),2023-07-23T12:35:00.000,2023-07-23T16:10:00.000,,04:35,269.34,True,ADT,5,FR~ 563~ ~~CRL~07/23/2023 12:35~TFS~07/23/2023 16:10~~
FR 2923,BRU,Brussels,AGP,Malaga,2023-07-24T17:40:00.000,2023-07-24T20:30:00.000,,02:50,119.43,True,ADT,4,FR~2923~ ~~BRU~07/24/2023 17:40~AGP~07/24/2023 20:30~~
FR 6251,CRL,Brussels (Charleroi),CFU,Corfu,2023-07-24T19:20:00.000,2023-07-24T23:00:00.000,,02:40,128.87,False,ADT,1,FR~6251~ ~~CRL~07/24/2023 19:20~CFU~07/24/2023 23:00~~
